transaction_amount,transaction_age,customer_account_age,previous_disputes,previous_successful_transactions,previous_refunds,delivery_confirmed,customer_acknowledged,refund_processed,communication_available,evidence_count,merchant_dispute_rate,transaction_frequency,amount_deviation,dispute_reason,payment_method,outcome
154.78,6,1074,0,86,2,1,1,0,0,6,0.0071,1.66,-0.51,GOODS_NOT_RECEIVED,CREDIT_CARD,1
50.2,17,696,0,46,0,1,1,0,1,6,0.0229,2.08,0.11,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
45.94,39,459,2,11,0,1,1,0,0,6,0.0044,1.53,-0.29,GOODS_NOT_RECEIVED,CREDIT_CARD,0
37.96,31,799,2,40,5,1,0,0,0,5,0.0057,2.87,-1.55,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
360.12,34,987,0,27,0,1,0,0,1,5,0.0081,1.28,1.54,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
293.4,33,638,0,26,1,1,0,0,1,5,0.0162,2.15,0.12,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
134.69,39,943,1,16,0,1,0,0,1,6,0.0065,2.78,-0.92,GOODS_NOT_RECEIVED,CREDIT_CARD,1
50.56,41,943,0,37,0,1,1,0,0,6,0.0153,0.71,-0.24,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
27.14,30,686,0,48,0,1,1,0,1,6,0.0182,0.8,0.47,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
13.65,8,57,0,4,0,1,0,0,1,6,0.0249,2.92,1.58,GOODS_NOT_RECEIVED,CREDIT_CARD,1
81.59,39,1041,0,25,0,1,1,0,1,6,0.0056,1.13,0.88,GOODS_NOT_RECEIVED,CREDIT_CARD,1
24.71,14,458,0,39,0,1,0,0,1,6,0.0044,2.13,0.62,DUPLICATE_TRANSACTION,CREDIT_CARD,1
44.33,24,506,0,32,0,1,0,0,1,5,0.0059,3.11,-0.73,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
54.04,14,968,0,89,1,1,1,0,1,6,0.0044,2.72,0.73,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
103.23,34,355,1,17,2,1,0,0,0,6,0.0147,2.3,-0.43,REFUND_NOT_RECEIVED,CREDIT_CARD,1
102.0,15,680,0,16,0,1,1,0,0,6,0.0182,1.61,0.19,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
182.15,20,261,0,20,0,1,1,0,1,6,0.0178,6.67,-0.99,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
152.89,11,579,0,19,1,1,0,0,1,5,0.0065,1.71,-0.16,DUPLICATE_TRANSACTION,CREDIT_CARD,1
52.82,27,517,0,51,0,1,0,0,1,5,0.0056,8.63,0.57,GOODS_NOT_RECEIVED,CREDIT_CARD,1
35.41,44,900,0,28,0,1,1,0,1,6,0.0297,2.41,0.17,GOODS_NOT_RECEIVED,CREDIT_CARD,1
185.98,5,670,0,50,0,1,1,1,1,7,0.0065,1.11,-0.04,GOODS_NOT_RECEIVED,CREDIT_CARD,1
86.96,11,113,0,9,0,1,1,1,1,7,0.0259,0.98,-0.59,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
212.15,8,996,0,51,0,0,0,0,1,5,0.0182,0.67,-0.39,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
121.13,6,886,0,52,0,1,1,0,0,6,0.0182,0.89,0.37,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
32.84,21,592,0,45,0,1,1,0,1,6,0.0239,6.39,-0.06,GOODS_NOT_RECEIVED,CREDIT_CARD,1
69.56,44,671,0,49,0,1,1,0,1,6,0.0297,1.14,1.23,GOODS_NOT_RECEIVED,CREDIT_CARD,1
105.78,13,50,1,3,3,1,0,0,0,5,0.0071,1.21,0.1,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
102.61,15,595,2,33,2,1,0,0,1,5,0.0057,1.28,0.5,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
41.49,23,1138,0,72,0,1,1,0,1,6,0.0297,3.19,-0.49,GOODS_NOT_RECEIVED,CREDIT_CARD,1
32.49,18,747,1,72,5,1,1,0,1,6,0.0249,3.27,0.12,REFUND_NOT_RECEIVED,DEBIT_CARD,1
7.72,19,560,0,38,0,1,1,0,1,6,0.0044,1.15,-0.34,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
110.23,12,264,0,24,0,1,0,0,1,5,0.016,0.69,-1.31,GOODS_NOT_RECEIVED,CREDIT_CARD,1
29.32,37,1144,0,78,1,0,0,0,1,4,0.006,0.66,-0.77,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
33.86,6,140,0,9,0,1,1,0,0,6,0.0056,3.13,1.08,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
28.03,6,106,0,6,0,1,0,0,1,6,0.0182,6.18,-0.61,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
47.86,24,755,1,60,3,1,0,0,1,6,0.0239,1.71,-0.44,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
73.5,27,1096,0,105,0,1,1,1,1,7,0.0229,0.85,0.72,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
75.19,22,400,0,23,1,1,0,0,1,6,0.0059,1.57,0.23,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
36.75,34,294,0,28,0,1,0,0,1,6,0.0178,1.54,-0.62,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
155.31,25,1101,0,76,0,1,0,1,1,6,0.0229,2.52,-0.56,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
40.06,40,407,0,13,2,1,1,0,1,6,0.0182,2.08,-0.98,GOODS_NOT_RECEIVED,DEBIT_CARD,1
206.58,7,1101,0,76,0,1,1,0,0,6,0.0182,0.7,-0.35,GOODS_NOT_RECEIVED,CREDIT_CARD,1
242.06,21,642,0,28,0,1,1,0,1,6,0.0162,4.93,-1.28,GOODS_NOT_RECEIVED,CREDIT_CARD,1
38.95,28,897,0,58,1,1,1,0,1,6,0.016,0.84,0.14,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
24.81,42,892,0,79,1,1,1,0,1,5,0.0259,2.25,-0.21,REFUND_NOT_RECEIVED,DEBIT_CARD,1
123.78,8,840,0,80,1,1,1,0,0,6,0.0178,2.22,0.23,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
48.05,13,198,0,13,0,1,1,0,1,6,0.0182,1.11,0.71,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
104.02,37,263,4,17,4,1,0,0,0,6,0.0182,4.36,0.47,GOODS_NOT_RECEIVED,DEBIT_CARD,1
42.06,38,106,0,6,0,1,1,0,1,6,0.0044,3.77,-0.94,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
34.03,36,998,0,67,0,1,1,0,1,6,0.0239,3.44,0.83,REFUND_NOT_RECEIVED,DIGITAL_WALLET,0
17.17,12,638,2,14,4,1,1,0,0,6,0.006,1.06,-1.69,REFUND_NOT_RECEIVED,CREDIT_CARD,1
45.17,19,51,0,1,0,0,0,0,1,5,0.006,2.97,-1.67,GOODS_NOT_RECEIVED,CREDIT_CARD,0
6.67,35,1007,0,57,2,1,0,0,1,5,0.0056,1.08,-0.17,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
111.47,9,711,2,55,2,0,0,0,1,5,0.0168,3.23,1.1,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
287.18,33,43,0,3,1,1,1,0,1,6,0.0239,4.74,-0.28,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
15.84,18,850,2,36,0,0,0,0,1,5,0.0044,1.13,0.08,DUPLICATE_TRANSACTION,DIGITAL_WALLET,0
119.32,17,55,0,3,1,1,1,0,1,6,0.0057,0.6,-0.71,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
54.84,30,686,0,59,0,0,0,0,1,4,0.0162,0.99,-0.23,GOODS_NOT_RECEIVED,DEBIT_CARD,0
44.67,24,1141,0,58,1,1,1,0,1,6,0.0165,2.76,0.22,GOODS_NOT_RECEIVED,CREDIT_CARD,0
6.69,35,1144,0,71,0,1,1,0,0,5,0.0162,2.44,-0.29,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
55.34,40,781,0,47,0,1,1,0,1,6,0.0057,1.3,0.5,GOODS_NOT_RECEIVED,CREDIT_CARD,1
55.63,31,97,1,3,0,1,1,0,1,6,0.0229,1.34,-0.89,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
42.47,41,642,0,59,0,1,0,0,1,6,0.0168,1.26,0.09,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
148.6,37,1023,0,61,0,1,0,0,1,5,0.0178,1.89,-0.94,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
125.21,33,670,0,50,0,1,0,0,0,6,0.016,1.92,0.29,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
51.44,31,202,0,18,0,1,1,0,0,6,0.0065,2.93,-0.72,REFUND_NOT_RECEIVED,CREDIT_CARD,1
22.97,8,43,0,3,1,1,0,0,0,5,0.0071,4.33,1.05,GOODS_NOT_RECEIVED,CREDIT_CARD,0
181.37,15,788,0,59,1,1,1,0,1,6,0.0153,0.64,-0.13,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
81.41,29,631,0,17,1,1,0,1,1,7,0.0229,0.86,1.16,UNAUTHORIZED_TRANSACTION,BANK_TRANSFER,0
191.6,9,1110,0,88,0,1,1,0,1,6,0.0044,1.94,-0.37,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
90.66,6,1151,0,81,0,1,0,0,1,5,0.0081,0.59,0.47,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
106.21,44,970,0,42,0,0,0,0,0,5,0.0259,1.43,-0.09,GOODS_NOT_RECEIVED,DEBIT_CARD,0
301.07,17,714,0,22,0,1,1,0,1,6,0.0162,1.97,-0.61,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
130.73,31,852,0,28,0,1,0,0,1,5,0.0165,1.48,1.39,DUPLICATE_TRANSACTION,CREDIT_CARD,1
69.99,43,328,0,31,0,1,1,0,1,6,0.0165,1.49,1.16,REFUND_NOT_RECEIVED,CREDIT_CARD,1
83.15,21,1091,0,35,0,1,0,0,1,5,0.0081,1.35,-0.08,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
83.94,35,268,0,12,0,1,1,0,1,5,0.0165,2.04,1.16,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
49.91,15,62,0,6,0,1,1,0,1,6,0.0081,2.33,-0.17,GOODS_NOT_RECEIVED,CREDIT_CARD,1
8.56,13,743,0,25,0,1,1,0,1,6,0.006,1.06,-0.44,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
10.08,15,1092,0,19,0,1,1,0,1,6,0.0229,4.81,0.98,GOODS_NOT_RECEIVED,CREDIT_CARD,0
335.36,11,881,0,84,1,1,0,0,1,6,0.0056,1.84,0.71,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
225.63,41,117,0,11,0,1,0,1,1,6,0.0165,1.81,0.53,GOODS_NOT_RECEIVED,CREDIT_CARD,0
120.39,10,1007,0,57,2,1,0,0,1,6,0.0057,1.05,-0.24,DUPLICATE_TRANSACTION,CREDIT_CARD,1
79.25,34,968,0,89,1,1,0,0,1,6,0.0147,0.98,0.52,GOODS_NOT_RECEIVED,CREDIT_CARD,1
65.63,33,911,0,91,1,1,0,0,0,5,0.0227,0.76,-0.6,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
46.48,35,1158,0,29,0,1,1,0,1,6,0.0178,1.0,0.93,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
68.83,27,532,0,51,0,1,1,0,1,5,0.0056,1.04,-1.46,GOODS_NOT_RECEIVED,CREDIT_CARD,1
77.97,17,28,0,1,2,1,1,0,1,6,0.0059,1.38,-1.19,GOODS_NOT_RECEIVED,CREDIT_CARD,1
179.41,41,672,0,61,1,1,1,0,0,6,0.0057,3.03,-0.11,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
28.49,16,539,0,9,0,0,0,0,1,5,0.0147,1.2,0.63,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
84.56,22,1144,0,94,0,1,0,0,0,6,0.016,0.89,-2.1,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
49.16,16,152,0,9,1,1,1,0,1,5,0.0153,8.54,-0.3,REFUND_NOT_RECEIVED,CREDIT_CARD,0
175.96,7,589,0,39,0,1,1,0,1,6,0.0165,1.51,1.08,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
81.52,40,1004,0,45,0,1,1,0,1,6,0.006,3.71,-1.74,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
56.23,21,970,0,42,0,1,1,0,1,6,0.0178,1.17,-1.09,UNAUTHORIZED_TRANSACTION,BANK_TRANSFER,1
77.02,14,1089,0,62,0,1,1,0,1,5,0.0153,1.01,1.08,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
16.18,17,690,0,46,0,1,1,0,1,6,0.0081,2.35,0.8,GOODS_NOT_RECEIVED,DEBIT_CARD,1
54.62,27,973,0,58,1,0,0,0,1,5,0.0259,5.12,-0.45,DUPLICATE_TRANSACTION,DEBIT_CARD,0
56.23,34,548,0,28,0,1,1,1,1,7,0.006,3.75,-0.33,GOODS_NOT_RECEIVED,CREDIT_CARD,1
98.53,32,123,0,4,1,1,1,0,1,6,0.0182,4.62,-0.3,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
54.37,27,812,0,43,0,1,1,0,0,6,0.0178,0.58,0.01,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
67.42,9,878,0,37,0,1,1,0,1,6,0.0239,1.36,1.24,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
16.03,34,909,0,34,0,1,1,0,1,6,0.0178,1.07,-1.39,GOODS_NOT_RECEIVED,CREDIT_CARD,1
31.41,13,127,0,2,0,1,0,0,1,5,0.0182,0.79,-0.06,REFUND_NOT_RECEIVED,DEBIT_CARD,1
33.66,38,452,0,35,2,1,0,0,1,6,0.0227,1.87,-1.76,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
208.1,30,1030,1,56,6,1,0,0,1,6,0.0147,0.78,0.14,GOODS_NOT_RECEIVED,CREDIT_CARD,0
32.81,21,228,0,4,2,1,0,0,1,5,0.0071,5.29,-1.95,GOODS_NOT_RECEIVED,DEBIT_CARD,1
48.11,38,459,4,26,9,1,1,0,0,6,0.0178,1.68,0.56,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
13.58,8,852,0,52,1,1,1,0,1,6,0.0239,1.27,-0.34,REFUND_NOT_RECEIVED,DIGITAL_WALLET,1
25.05,18,206,1,16,1,1,1,0,1,6,0.0162,0.79,1.01,REFUND_NOT_RECEIVED,CREDIT_CARD,0
7.09,6,785,0,19,0,1,0,0,1,6,0.016,2.91,0.34,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
125.01,10,1087,0,51,2,0,0,0,1,5,0.006,2.02,0.88,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,0
57.53,13,410,0,16,0,1,0,0,1,6,0.0297,0.71,0.5,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
170.99,28,191,1,10,0,1,0,0,1,4,0.0186,1.1,0.99,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
13.36,18,868,0,52,1,1,1,0,1,6,0.0165,1.33,-0.86,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
71.89,17,1053,1,60,0,1,1,0,0,6,0.0162,0.59,-0.04,GOODS_NOT_RECEIVED,CREDIT_CARD,1
32.35,15,232,0,20,0,0,0,0,1,5,0.0065,2.58,-1.52,GOODS_NOT_RECEIVED,DEBIT_CARD,1
84.58,44,1010,0,17,0,1,0,0,0,6,0.0147,5.64,0.57,GOODS_NOT_RECEIVED,CREDIT_CARD,1
55.28,29,755,1,60,3,1,0,0,1,5,0.0178,4.71,-0.38,GOODS_NOT_RECEIVED,DEBIT_CARD,1
62.77,34,638,2,14,4,0,0,0,1,4,0.0071,0.87,-1.64,REFUND_NOT_RECEIVED,DIGITAL_WALLET,0
19.1,28,240,0,18,1,1,0,0,1,6,0.0277,1.45,0.39,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
59.71,38,642,0,59,0,1,0,0,1,6,0.0153,0.57,-0.62,GOODS_NOT_RECEIVED,CREDIT_CARD,1
178.07,27,191,0,7,0,1,0,0,0,5,0.0145,1.63,0.22,GOODS_NOT_RECEIVED,CREDIT_CARD,1
106.89,23,672,0,61,1,1,1,1,1,7,0.0239,0.75,-1.48,REFUND_NOT_RECEIVED,CREDIT_CARD,0
86.93,5,696,0,46,0,1,1,0,0,6,0.0145,2.38,-0.26,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
33.86,19,810,0,28,2,1,1,0,1,6,0.0297,1.66,-0.14,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
67.49,20,1087,0,51,2,1,1,0,1,6,0.0162,0.87,-0.42,GOODS_NOT_RECEIVED,DEBIT_CARD,1
149.13,38,1045,3,75,6,1,1,0,1,6,0.0165,1.06,0.32,GOODS_NOT_RECEIVED,DEBIT_CARD,1
195.38,5,15,0,1,0,1,0,0,1,6,0.0057,2.25,0.38,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
75.21,26,245,0,22,0,1,1,0,1,6,0.0081,1.47,0.21,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
69.63,6,867,1,53,1,1,0,0,1,5,0.0186,3.04,-0.51,GOODS_NOT_RECEIVED,CREDIT_CARD,1
25.1,17,231,0,7,0,0,0,0,1,5,0.0162,1.74,-0.04,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
267.12,39,862,0,38,1,1,0,0,1,5,0.0182,0.85,0.02,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
34.85,25,247,0,7,1,1,1,0,1,6,0.0182,2.16,-2.2,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
151.74,12,830,0,63,1,1,0,0,1,5,0.0145,2.69,0.72,REFUND_NOT_RECEIVED,CREDIT_CARD,0
15.32,33,523,0,42,1,1,1,1,1,7,0.0186,0.73,-0.34,DUPLICATE_TRANSACTION,CREDIT_CARD,1
192.71,13,406,0,26,1,1,1,0,1,6,0.0158,6.35,0.69,GOODS_NOT_AS_DESCRIBED,BANK_TRANSFER,1
138.03,8,158,0,14,0,1,0,0,1,6,0.0182,0.71,-0.07,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
55.1,7,674,0,13,1,1,1,0,1,6,0.0145,2.19,-0.95,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
339.95,8,923,0,82,1,1,1,0,0,6,0.0165,1.54,-0.31,GOODS_NOT_RECEIVED,CREDIT_CARD,1
117.78,31,1085,0,59,0,1,0,0,1,6,0.0071,1.58,0.37,GOODS_NOT_RECEIVED,CREDIT_CARD,1
59.18,41,808,0,47,0,1,1,0,1,6,0.006,1.3,-0.44,GOODS_NOT_RECEIVED,DEBIT_CARD,1
14.22,34,713,0,47,0,0,0,0,1,4,0.0182,1.26,0.39,REFUND_NOT_RECEIVED,CREDIT_CARD,1
279.68,19,578,0,10,0,1,0,0,0,6,0.0147,1.17,-0.86,REFUND_NOT_RECEIVED,CREDIT_CARD,1
35.47,20,1091,0,103,1,1,0,0,1,5,0.0297,4.01,0.93,GOODS_NOT_RECEIVED,CREDIT_CARD,0
332.22,32,1096,0,107,1,1,1,0,0,6,0.0044,0.99,-0.37,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
38.49,16,1074,0,86,2,1,1,0,1,6,0.0071,2.11,0.41,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
130.4,29,487,0,26,1,1,1,0,1,6,0.0182,5.38,-0.46,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
73.37,32,778,0,72,0,1,0,0,1,5,0.0297,6.0,-0.74,GOODS_NOT_RECEIVED,DEBIT_CARD,1
46.33,8,362,0,15,0,1,1,0,1,6,0.016,0.81,-0.11,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
17.4,39,158,0,14,0,1,1,0,1,6,0.0059,1.04,-0.79,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
70.5,43,55,0,3,1,1,0,1,1,7,0.0057,1.71,0.91,REFUND_NOT_RECEIVED,DEBIT_CARD,0
22.81,9,933,0,84,2,1,1,0,1,6,0.0037,2.21,1.26,GOODS_NOT_RECEIVED,CREDIT_CARD,1
18.22,33,639,1,55,0,1,1,0,1,6,0.0044,1.73,-1.51,GOODS_NOT_RECEIVED,DEBIT_CARD,1
362.23,21,260,0,19,1,1,1,0,1,6,0.0056,4.56,1.46,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
49.94,35,698,1,46,0,0,0,0,1,4,0.0168,2.3,0.67,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,0
52.71,16,268,0,10,1,1,0,0,1,6,0.0147,1.03,0.72,GOODS_NOT_RECEIVED,CREDIT_CARD,1
21.37,40,1101,0,76,0,1,1,0,0,6,0.0037,2.27,-0.86,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
218.49,35,31,0,1,0,1,1,0,0,6,0.0186,1.48,-0.97,DUPLICATE_TRANSACTION,DEBIT_CARD,0
122.6,15,886,0,52,0,1,1,0,1,6,0.0057,1.5,1.94,GOODS_NOT_RECEIVED,CREDIT_CARD,1
73.24,43,985,2,21,3,1,0,0,1,6,0.0065,6.32,0.98,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
125.64,34,1071,0,23,1,0,0,0,1,5,0.0145,1.3,-0.03,DUPLICATE_TRANSACTION,DEBIT_CARD,0
176.69,36,1031,0,85,0,1,1,1,1,7,0.0277,1.08,-0.41,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
160.45,12,1066,0,55,1,1,0,0,1,5,0.0249,4.44,1.4,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,0
26.83,14,1171,0,71,0,0,0,0,0,4,0.0056,1.88,0.28,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
31.61,15,267,1,19,0,1,1,0,1,6,0.0229,1.2,0.25,DUPLICATE_TRANSACTION,DEBIT_CARD,1
80.48,31,449,0,19,0,1,1,0,1,6,0.0071,3.3,-0.42,GOODS_NOT_RECEIVED,CREDIT_CARD,0
76.32,10,175,0,5,2,1,1,1,1,7,0.0037,1.2,-0.61,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
16.02,10,548,0,28,0,1,0,0,1,5,0.0186,1.51,-0.24,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
132.34,43,394,0,22,0,1,1,0,1,6,0.0081,3.18,-0.16,REFUND_NOT_RECEIVED,CREDIT_CARD,0
10.21,34,944,0,57,0,1,0,1,1,7,0.0227,0.66,-0.6,REFUND_NOT_RECEIVED,DIGITAL_WALLET,0
80.48,22,232,0,20,0,1,1,1,0,7,0.0145,1.82,1.16,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
168.16,43,773,0,73,0,1,1,0,0,6,0.0145,0.65,0.15,REFUND_NOT_RECEIVED,CREDIT_CARD,0
29.46,43,992,0,85,0,1,0,0,1,5,0.0178,1.05,-0.0,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
27.45,18,29,0,2,1,1,1,0,0,6,0.0057,1.43,-0.45,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
83.18,19,418,0,23,2,1,1,0,1,6,0.0162,2.21,-0.01,GOODS_NOT_RECEIVED,CREDIT_CARD,1
209.8,40,1144,0,71,0,1,1,0,1,6,0.0071,6.09,-0.3,GOODS_NOT_RECEIVED,CREDIT_CARD,1
67.41,27,574,0,11,1,1,0,0,1,5,0.0037,1.13,-2.23,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
13.83,40,452,0,10,1,1,0,1,1,6,0.0182,4.36,-0.63,GOODS_NOT_RECEIVED,DEBIT_CARD,1
30.75,29,1189,0,23,1,1,0,0,1,6,0.0037,2.31,-0.09,GOODS_NOT_RECEIVED,DEBIT_CARD,1
22.62,13,905,0,79,0,1,1,0,1,6,0.006,1.07,0.82,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
11.28,41,187,0,3,0,1,1,0,1,6,0.0249,4.58,-0.99,GOODS_NOT_RECEIVED,CREDIT_CARD,1
90.3,28,1162,0,65,1,1,1,0,1,6,0.016,0.88,-0.41,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
55.96,23,850,2,36,0,1,0,0,1,6,0.0056,3.98,0.58,GOODS_NOT_RECEIVED,CREDIT_CARD,1
476.61,40,781,0,61,1,1,0,0,1,6,0.0162,0.72,-1.37,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
37.16,38,527,0,37,1,1,1,1,1,6,0.0056,2.07,1.06,DUPLICATE_TRANSACTION,DEBIT_CARD,1
133.18,15,328,0,31,0,1,0,0,0,6,0.0168,1.25,-0.74,DUPLICATE_TRANSACTION,CREDIT_CARD,1
29.19,39,838,0,40,1,1,1,0,1,6,0.0182,1.28,0.14,GOODS_NOT_RECEIVED,CREDIT_CARD,1
72.73,32,809,0,62,0,1,1,0,1,6,0.0186,13.25,-0.62,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
116.41,35,1075,1,73,2,1,1,0,1,6,0.0168,2.14,0.93,GOODS_NOT_RECEIVED,CREDIT_CARD,1
44.71,40,1181,0,95,0,1,1,0,1,6,0.0158,1.16,0.23,GOODS_NOT_RECEIVED,DEBIT_CARD,1
79.05,37,245,0,22,0,0,0,0,1,5,0.0297,3.84,0.35,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
42.96,19,1116,1,48,2,0,0,0,1,3,0.0229,1.26,-0.07,UNAUTHORIZED_TRANSACTION,BANK_TRANSFER,0
14.25,6,514,0,15,0,1,1,0,1,6,0.0165,0.72,-0.64,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
364.32,43,970,4,73,5,1,1,0,1,6,0.0057,1.43,0.66,GOODS_NOT_RECEIVED,CREDIT_CARD,1
11.76,31,110,0,7,0,1,0,0,1,5,0.0178,0.6,-1.36,GOODS_NOT_RECEIVED,CREDIT_CARD,0
66.73,20,1155,0,31,5,1,1,0,1,6,0.006,3.12,1.07,GOODS_NOT_RECEIVED,CREDIT_CARD,0
142.14,7,686,0,48,0,1,0,0,1,6,0.0065,4.17,-0.33,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
50.16,31,746,0,60,1,1,1,0,1,6,0.0162,1.72,-0.34,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
18.91,36,458,0,39,0,1,1,0,1,6,0.0249,4.88,0.4,GOODS_NOT_RECEIVED,CREDIT_CARD,1
51.37,39,402,0,24,0,1,1,0,1,6,0.0071,1.03,1.14,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
215.83,28,704,0,13,0,0,0,0,0,4,0.0249,3.15,0.55,GOODS_NOT_RECEIVED,CREDIT_CARD,1
29.21,11,175,0,5,2,1,1,0,1,6,0.0037,2.61,0.39,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
49.28,44,1035,0,56,0,0,0,0,1,5,0.0277,1.53,0.82,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
90.4,23,584,0,43,0,1,0,0,1,6,0.0277,4.54,1.46,GOODS_NOT_RECEIVED,CREDIT_CARD,1
